S.No,Item name,Brand_Name,Category,Sub_Category,Ingredients,Serving_Size_g,Calories_kcal,Carbohydrates_g,Proteins_g
695,Knorr Chinese Manchurian Gravy Mix,KNOR,INSTANT FOOD,GRAVY MIX,"Corn Flour, Sugar, Dehydrated Vegetables (Onion, Garlic, Leeks), Iodised Salt, Flavour Enhancer - 621, Chillies, Dehydrated Ginger Bits, Hydrogenated Palm Oil, Hydrolyzed Vegetable Protein, Acidity Regulator - 296",100,324,67.3,8.1
696,Wakao Hot & Spicy Sausage,WAKAO FOODS,INSTANT FOOD,SAUSAGE ,"Water, Jackfruit (16.3%), Refined Sunflower Oil, Potato Starch, Soy Protein, Thickeners (INS 461, INS 415, INS 407), Spices and Condiments, Natural and Artificial Flavours, Iodized Salt, Flavour Enhancers (INS 627, INS 631), Sugar, Herb (0.2%), Acidity Regulator (Citric Acid)",100,160.5,7.2,5.7
697,Kitchens Of India Rajma Masala,KITCHENSOF INDIA,INSTANT FOOD,MASALA POWDER,"Water, Rajmah (24.4%), Tomato (7.7%), Onion (7.7%), Refined Sunflower Oil, Spices and Condiments (1.1%), Iodized Salt, Ginger, Garlic, Tomato Paste and Dehydrated Fenugreek Leaves",100,116,15.4,4
698,Nestle Cerelac Wheat Apple Carrot Baby Food Cerea,NESTLE,INSTANT FOOD,CEREAL,"Wheat flour (Atta) (58%), Milk solids (31.8%), Apple juice concentrate (11.4%), Soyabean oil, Carrot juice concentrate (1.1%), Minerals, Vitamins and Enzyme (Alpha amylase)",100,427,65,15
699,Nestle Cerelac Multigrain & Fruits Baby Food Cereal,NESTLE,INSTANT FOOD,CEREAL,"Wheat flour (Atta) (48.1%), Milk solids (32.7%), Cereal discs (Corn flour (6.7%), Barley flour (2.2%)), Orange juice concentrate (4.6%), Sugar, Soyabean oil, Dehydrated apple bits (2.4%), Cherry flakes (1.7%), Minerals, Vitamins and Enzyme* (Alpha amylase)",100,412,68.1,15
700,Slurrp Farm No Added Sugar,SLURRP FARM,INSTANT FOOD,CEREAL,100% sprouted ragi,100,377.8,81.3,8.7
701,Slurrp Farm Ragi Rice Strawberry Instant Healthy Cereal,SLURRP FARM,INSTANT FOOD,CEREAL,"Multigrain flour blend (sprouted ragi, jowar, rice, oats) (47%), milk solids (33%), fruit powder blend (banana, strawberry) (10%), date powder (9%), beet juice powder, vitamins, and minerals",100,375.9,76.7,13.1
702,Slurrp Farm No Added Sugar Cereal - Ragi Rice and Mango with Milk,SLURRP FARM,INSTANT FOOD,CEREAL,"Supergrain blend (sprouted ragi, Jowar, Rice) (35%), Milk solids (30%), Mango powder (11%), Oat flour (10%), Date powder (9%), Skimmed milk powder, Vitamins and minerals",100,386.7,80.8,13.4
703,The Select Aisle Dark Chocolate Chips,THE SELECT AISLE,INSTANT FOOD,CHOCO CHIP,"Sugar, Edible Vegetable Fat (Hydrogenated), Cocoa Solids, Dextrose, and Emulsifier (INS 322)",100,558,62,2.7
704,Puramate Tooty Fruity Mix,PURAMATE,INSTANT FOOD,TOOTY FRUITY,"Papaya Pieces, Sugar, Citric Acid (E330), Contains Permitted Class II Preservatives (E211)",100,302.09,74.3,0.66
705,Betty Crocker Triple Chocolate Brownie Instant Cake Mix Powder,BETTY CROCKER,INSTANT FOOD,CAKE MIX,"Sugar, Refined Wheat Flour (Maida), Cocoa Powder (6.35%), Dark Compound Choco Chips (6.0%) (Sugar, Cocoa Solids, Hydrogenated Vegetable Oil (Palm), Dextrose, Emulsifier (Ins492, Ins322)), White Compound Chips (6%) (Sugar, Milk Solids, Edible Vegetable Fat (Palm), Emulsifier (Ins322)), Edible Vegetable Oil (Palm), Iodized Salt, Raising Agent (Is341(Ii)), Stabilizer (Ins415)",100,1634,81.6,3.4
706,Pillsbury VANILLA CAKE Custard Powder,PILLSBURY,INSTANT FOOD,CUSTARD POWDER,"Cornflour, Lodised Salt, Nature Identical and Artificial Flavouring Substances - VANILLA CAKE, Colours - (INS 102, INS 110, INS 122)",100,360,89.8,0.2
707,Amul Mithai Mate Condensed Sweetened Milk Tin,AMUL,INSTANT FOOD,CONDENSED MILK,"Sugar, Milk Solids",100,331,55,7.5
708,Hershey's Cocoa Powder,HERSHYEYS,INSTANT FOOD,COCO POWDER,Cocoa,100,409,57.9,19.6
709,Nestle Milkmaid Partly Skimmed Sweetened Condensed Milk,NESTLE,INSTANT FOOD,CONDENSED MILK,"Milk Solids, Sugar",100,303,58.4,8.5
710,Double Horse Rice Palada Payasam Mix,DOUBLE HORSE,INSTANT FOOD,PAYASAM MIX,"Sugar 60%, Rice, Cardamom, Cocoa",25,69,16,1
711,Pillsbury Butterscotch Flavour Pancake Mix,PILLSBURY,INSTANT FOOD,PANCAKE MIX,"Refined Wheat Flour (Maida), Sugar, Butterscotch Bits (7.0%)[Sugar, Edible Vegetable Fat (Hydrogenated), Iodized Salt and Artificial Flavouring Substances (Butterscotch)], Edible Vegetable Oil (Palm), Baking Powder [INS500(ii), INS541(i)], Iodized Salt, Artificial Flavouring Substances (Caramel, Butterscotch) and Raising Agent [INS500(ii)]",100,381,73.2,8.2
712,MTR Gulab Jamun Mix,MTR,INSTANT FOOD,GULAB JAMUN MIX,"Acidity Regulator (INS 296), Edible Vegetable Fat Interesterified (Palm Kernel Oil and Palmolein Oil), Milk Solids, Raising Agent (INS 500 ii), and Refined Wheat Flour (Maida)",100,390,60,14.6
713,Pillsbury Chocolate Flavour Pancake Mix 2-Minute Pancake Mix For Kids,PILLSBURY,INSTANT FOOD,PANCAKE MIX,"Refined wheat flour (maida), Sugar, Edible vegetable oil (palm), Cocoa powder (3.7%), Baking powder [ins 500(ii), Ins 541(I)], Artificial flavouring substance (VANILLA CAKE, Chocolate), Milk solids, Lodized salt, Raising agent [ins 500(ii)] And colour (ins 150d)",100,372,74.5,8.1
714,Gits Rabdi Instant Dessert Mix,GITS,INSTANT FOOD,PAYASAM MIX,"Milk Solids, Almonds, Pistachios, Saffron, Cardamom",25,90,17,5
715,Weikfield Jelly Crystals Strawberry Flavour Carton,WEIKFIELD,INSTANT FOOD,JELLY MIX,"Jelly Mix: Sugar, Acid - (INS 297), Acidity Regulator - (INS 332), Nature Identical Flavouring Substance - Strawberry, Colour - (INS 122). Jelly Premix: Sugar, Gelling Agent (INS 407), (INS 508), lodised Salt, and Acidity Regulator - (INS 332)",100,396,98.5,0.4
716,ACT II Sweet & Salty Popcorn,ACT II,INSTANT FOOD,POPCORN,"Popped Corn, Sugar, Refined Edible Palmolein Oil, Iodised Salt, Emulsifier (Lecithin)",100,521,63,5
717,4700BC Butter Popcorn,4700BC,INSTANT FOOD,POPCORN,"Corn (79%), Edible Vegetable Oil (Olive Oil & Rice Bran Oil), Butter (1%), Iodised Salt, Rosemary Extract",100,464.7,66.4,9.4
718,Quaker Oats Breakfast Cereal,QUAKER,INSTANT FOOD,CEREAL,"Whole Grain Rolled Oats, Natural And Artificial Sugar, Calcium Carbonate, Salt, Iron, Thiamine, Folic Acid, Vitamin A And Riboflavin.",100,407,68.5,11.8
719,Kellogg's Muesli Fruit Nut & Seeds 12-in-1 Power Breakfast,KELLOGGS,INSTANT FOOD,CEREAL,"Added Flavours (Nature Identical & Artificial - Coconut), Antioxidant (INS 3076), Candied Fruits (Candied Cranberry (3%), Candied Papaya (5%)), Corn Grits (18.3%), Corn Meal, Cocoa Solids, Honey, Jodized Salt, Multigrain Mix (66%) (Rice (9.7%), Refined Wheat Flour (Maida), Rolled Barley (8%), Rolled Oats (8%), Ragi Millet Flour (3.5%), Sugar, Wheat Bran), Mineral, Oligofructose, Vitamins, Colours (INS 140, INS 150D), Nut & Seed (21%) (Almonds (3.5%), Black Currants (3%), Black Raisins (3%), Pumpkin Seeds (3.5%))",100,386,80,8.1
720,Tata Soulfull Ragi Bites Choco Fills,TATA SOULFULL,INSTANT FOOD,CEREAL,"Added Flavours (Nature-Identical Flavouring Substance), Antioxidant (INS 320), Chocolate Cream Filling (32%), Cocoa Powder (2.8%), Edible Vegetable Oil (Palmolein), Emulsifier (INS 322(I)), Iodised Salt, Milk Solids, Natural Colour (INS 150D), Rice, Ragi (34.1%), Refined Sugar, Stabilizer (INS 170(I)), Sugar, Bengal Gram Dal (1.8%)",100,554,74.5,5.1
721,Kellogg's Multigrain Chocos,KELLOGGS,INSTANT FOOD,CEREAL,"Multigrain Flour Mix (64.8%) (Wheat Flour (Atta) (55.8%), Sorghum (Jowar) Flour (3%), Rice Flour (3%), Corn Meal (3%)), Sugar, Cocoa Solids (5.3%), Minerals, Cereal Extract, Iodized Salt, Colours (INS 150a, INS 150d), Edible Vegetable Oil (Palmolein), Flavours (Nature Identical & Artificial (Cream)), Vitamins, Antioxidant (INS 307b)",100,373,81,9
722,Kellogg's Corn Flakes With Real Strawberry,KELLOGGS,INSTANT FOOD,CEREAL,"Added Flavour (Natural Identical Flavouring Substances), Beetroot Extract, Cereal Extract, Corn Grits (58%), Iodized Salt, Minerals & Antioxidant (INS 320), Sugar, Strawberry Puree (2.5%), Vitamins",100,381,89.9,4.1
723,Yoga Bar Super High Protein Muesli,YOGA BAR,INSTANT FOOD,MUSLI,"Whole Grains 48% (Rolled Oats, Brown Rice Flakes, Quinoa Flakes), Protein 21% (Soy and Whey Protein Isolate), Dehydrated Fruits, Nuts and Seeds 17% (Dates, Cranberry, Raisins, Almonds, Pumpkin and Chia Seeds), Dark Chocolate (Cocoa, Cocoa Butter, Sugar, Sunflower Lecithin), Jaggery, Rice Bran Oil, Probiotics (Bacillus Coagulans SNZ1969, 150 million CFU Per Serve)",100,198,27.5,11.6
724,"Yoga Bar Wholegrain Breakfast Muesli-Dark Chocolate+Cranberry,Granola",YOGA BAR,INSTANT FOOD,MUSLI,"Whole Grains 58% (Rolled Oats, Brown Rice Flakes, Quinoa Flakes), Seeds & Nuts 14% (Pumpkin, Almonds, Chia, Flax), Dried Fruits 11% (Cranberry, Raisins) Dark Chocolate (Cocoa Solids, Cocoa Butter, Cocoa Powder, Sugar, Sunflower Lecithin, Natural VANILLA CAKE), Dates Syrup, Jaggery, Rice Bran Oil, Cocoa Powder, Apple Fiber, Himalayan Pink Salt",100,437,67,12.3
725,Manna Oats Pouch,MANNA,INSTANT FOOD,OATS,"Energy (kcal) 382.0 (RDA 7.6%), Protein (g) 11.0 (RDA 8%), Carbohydrates (g) 67.0, Total Sugars (g) 1.5, Added Sugars (g) 0.0 (RDA 0%), Dietary Fibre (g) 10.0, Soluble Dietary Fibre (g) 4.0, Total Fat (g) 10.0 (RDA 6%), Saturated Fat (g) 2.0 (RDA 3.3%), Trans Fat (g) 0.0 (RDA 0%), Cholesterol (mg) 0.0, Sodium (mg) 6.0 (RDA 0.1%), Phosphorus (mg) 250.0 (RDA 10%), Magnesium (mg) 95.0 (RDA 8.6%), Iron (mg) 3.0 (RDA 6.3%), Zinc (mg) 2.0 (RDA 4.7%)",100,382,57,11
726,"Saffola Oats, Instant Rolled Oats",SAFFOLA,INSTANT FOOD,OATS,Rolled Oats,100,369,66.8,12.6
727,Saffola Masala Oats,SAFFOLA,INSTANT FOOD,OATS,"Bajra Flakes (2%), Carrots (1.15%), Dried Vegetables (Green Peas (0.69%), Onion Flakes (1.15%)), Flavour Enhancers (INS 627, INS 631), Hydrolysed Vegetable Protein, Iodised Salt, Maltodextrin, Millets (16%) [Jowar Flakes (14%)], Natural Flavouring Substances, Refined Rice Bran Oil, Rolled Oats (55.5%), Spices and Condiments~, Starch, Sugar",38,139,26.8,3.3
728,Kwality Classic Masala Oats - Box,KWALITY,INSTANT FOOD,OATS,"Rolled Oats (75%), Maltodextrin, Iodized Salt, Tomato Powder, Spices and Condiments (Onion, Black Pepper, Garlic, Coriander, Cumin, Fenugreek, Ginger, Turmeric, Chakla, Clove, Chili), Sugar, Hydrolyzed Vegetable Protein, Rice Bran Oil, Dehydrated Vegetables (Carrot (0.5%), Green Peas (0.7%), Tomato (0.7%)), Flavor Enhancer (INS 627 & 631), Whole Wheat Flour (Atta), Parsley, Beet Juice Powder, Chili Extract, Acidity Regulator (INS 330)",100,360,54.1,10
729,Pintola High Protein Oats Dark Chocolate With Almonds Raisin Pumpkin And Chia Seeds,PINTOLA,INSTANT FOOD,OATS,"INStant Oats (48%), Texturized Soy Protein (22%), Fruit , Seeds (14%) (Raisins, Pumpkin Seeds , Chia Seeds), Brown Sugar, Cocoa Solids, Himalayan Pink Salt, and Antioxidant (INS 320)",100,392,64.6,25
730,Yoga Bar Breakfast Cereal & Muesli,YOGA BAR,INSTANT FOOD,MUSLI,"Whole Grains 50% (Rolled Oats, Brown Rice Flakes), Dried Fruit 22% (Raisins, Cranberries, Apricots, Blackcurrants), Seeds 18% (Quinoa, Pumpkin, Chia, Flax), Almonds, Soy Protein Flakes, Rice Bran Oil, Jaggery, Himalayan Pink Salt",100,389,70,11.5
731,Kellogg's Chocolate Muesli,KELLOGGS,INSTANT FOOD,MUSLI,"Multigrain Mix (43%) (Rolled Oats (26.1%), Rice Flour (6.6%), Corn Meal (5.5%), Refined Wheat Flour (Maida) (2.2%), Wheat Flour (Atta) (2.1%), Ragi Flour, Sorghum Flour), Nuts, Seeds and Dry Fruits (14%) (Almonds (6%), Pumpkin Seeds (4%), Black Raisins (4%)), Sugar, Dark Chocolate Powder (12.9%) (Sugar, Cocoa Solids and Cocoa Butter), Edible Vegetable Oil (Palmolein), Cereal Extract, Cocoa Solids (2%), Liquid Glucose, Iodized Salt, Minerals, Flavours (Nature Identical and Artificial (Cream)), Antioxidant (INS 307b), Raising Agent (INS 500(ii)), Colour (INS 150d), Vitamins",100,444,71.4,7.7
732,Kissan Fresh Tomato Ketchup,KISSAN,SAUCE,KETCHUP,"Water, Tomato Paste (28%), Sugar, Iodised Salt, Acidity Regulator - E260, Stabilizers - E1422, E415, Preservative - E211, Onion Powder, Garlic Powder, Spices and Condiments",100,133,31,1.1
733,"Ching's Secret Dark Soy Sauce, Rich, Brown and Zesty",CHINGS SECRET,SAUCE,SOY SAUCE,"Water, Sugar, Iodised Salt, Natural Colour (INS 150c), Soybeans (10%), Wheat, Acidity Regulator (INS 260), Preservative (INS 202)",100,115,28.1,0.7
734,Veeba Smokey Barbeque Sauce,VEEBA,SAUCE,BARBEQUE SAUCE,"Acetic Acid (INS 260), Added Flavours (Natural Flavouring Substances - Barbeque), Jaggery, Lodised Salt, Preservative (INS 211), Stabilizers (INS 1422, INS 415), Sugar, Tamarind, Tomato Paste",100,110.9,27.1,0.4
735,Veeba Peri Peri Hot Sauce,VEEBA,SAUCE,HOT SAUCE,"Water, Synthetic Vinegar, Lemon Juice, Chillies, Onions, Iodised Salt, Refined Soyabean Oil, Sugar, Stabilizers, Garlic, Acidity Regulator, Flavours, Preservative",100,64.8,7.7,0.4
736,Knorr Sauce Pizza and Pasta,KNOR,SAUCE,PIZZA AND PASTA SAUCE,"Water, Vegetables (Crushed Tomato - 25%, Diced Tomato - 20%, Chopped Onion - 3.5%, Garlic Paste - 2.5%), Sugar, Iodised Salt, Soybean Oil, Stabilisers (INS 1422, INS 415), Acidity Regulator (INS 260), Herbs (Oregano, Basil), White Pepper Powder, Preservative (INS 211)",100,82,13.9,1.3
737,Knorr Red Chilli Sauce,KNOR,SAUCE,RED CHILLI SAUCE,"Water, Red Chilli Puree, Sugar, Tomato Paste, Garlic Paste, Stabilizers (INS 1422, INS 415), Iodised Salt, Acidity Regulator (INS 260), Spices and Condiments, Preservative (INS 211), Nature Identical Flavouring Substance, Ginger Powder",100,97,23.1,0.8
738,Tabasco Red Pepper Sauce,TABASCO,SAUCE,RED PEPPER SAUCE,"Aged red peppers, salt, and distilled vinegar",100,16,1.59,<1
739,MasterChow Spicy Sichuan Chilli Oil,MASTER CHOW,SAUCE,CHILLI OIL,"Sunflower Oil, Red Chillies, Garlic, Sichuan Peppercorn, Ginger, Onion, Celery, Cinnamon, Bayleaf, Star Anise, Sugar, Soy Sauce, and Salt",100,42,2,1
740,Habanero Herb-Infused Alfredo Style White Pasta Sauce,HABANERO,SAUCE,WHITE PASTA SAUCE,"Acidity Regulator (INS 270), Cheese Powder (2%), Dehydrated Herbs (0.25%) (Oregano, Parsley), Flavours Natural & Nature Identical, Iodized Salt, Refined Soybean Oil, Sequestrate (INS 385), Stabilizer (INS 415), Sugar, Thickeners (INS 1422, INS 1450), Water, Preservatives (INS 202, INS 211), Spices (Chilli Extract (0.03%), Chilli Flakes (0.1%)) and Condiments",100,440,13.4,0.9
741,Wingreens Farms honey-mustard-sauce,WINGREENS,SAUCE,MUSTARD SAUCE,"Water, Sunflower Oil, Mustard Powder (13.86%), Sugar, Honey (2%), Iodized Salt, Acidity Regulators (Ins260 and Ins330), Milk Solids, Thickeners (Ins1442 and Ins415), Mixed Spices and Permitted Antioxidant (Ins386)",100,278.8,29.6,3.1
742,Ching's Secret Green Chilli Sauce,CHINGS SECRET,SAUCE,GREEN CHILLI SAUCE,"Water, Green Chilli Paste (27%), Iodised Salt, Sugar, Thickener (INS 1422), Garlic Powder, Acidity Regulator (INS 296, INS 260), Emulsifying and Stabilizing Agent (INS 415), Spices (Cumin, Coriander), Preservative (INS 211), Natural Flavouring Substances",100,42.2,10.4,0.2
743,Ong's Spring Roll Sauce,ONGS,SAUCE,SPRING ROLL SAUCE,"Acidity Regulator, Garlic, Limr, Red Chillies, Rice Vinegar, Salt, Soy Bean Extract, Sugar, Tapioca Flour, Thickener, Water",16,22.4,5.4,0.2
744,Ong's Bird Eye Chilli Sauce,ONGS,SAUCE,CHILLI SAUCE,"Acidity Regulators (INS 330, INS 331), Garlic, Red Chillies (163%), Rice Vinegar, Salt, Sugar, Thickener (INS 1442), Water",16,9.8,1.5,0.3
745,Dr. Oetker FunFoods Pizza Topping All-in-One Sauce,DR OETKERS FUNFOODS,SAUCE,SAUCE,"Water, Tomato Paste (26%), Sugar, Refined Soybean Oil, Milk Solids, Onions, Iodised Salt, Vegetables (2.9%), Mixed Spices, Cheese (1%), Acidity Regulators (INS 260, INS 330), Herb, Antioxidant (INS 319)",208.6,24.1,4.5,10.5
746,Saucery Roasted Garlic And Spring Onion Dip,WINGREENS,SAUCE,ONION AND GARLIC DIP,"Fresh Spring Onion, Roasted Garlic, Salt, Yogurt",100,162.16,10.05,5.56
747,Wingreens Farms Premium Veg Mayo,WINGREENS,SAUCE,MAYONNAISE,"Water, Refined Sunflower Oil, Sugar, Thickeners (INS 1442 & INS 415), Iodized Salt, Milk Solids, Acidity Regulators (INS 260, INS 270 & INS 330), Mustard Powder, Lemon Juice, Preservatives (INS 202 & INS 211), Antioxidant (INS 386), Natural Flavouring Substances",100,283.1,13.8,0.4
748,Wingreens Farms Tandoori Mayo,WINGREENS,SAUCE,MAYONNAISE,"Water, Refined Sunflower Oil, Sugar, Thickeners (Ins 1442 and Ins 415), Iodized Salt, Mixed Spices, Milk Solids, Acidity Regulators (Ins 260, Ins 270 and Ins 330), Lemon Juice, Preservatives (Ins 202 and Ins 211), Antioxidant (Ins 386), Natural Flavouring Substances",100,281,14.4,1
749,Wingreens Farms Chipotle Mayo Sauce And Spread,WINGREENS,SAUCE,MAYONNAISE,"Water, Refined Sunflower Oil, Sugar, Red Chilli Paste (5.5%), Thickeners (INS 1442, INS 1422, INS 415), Iodized Salt, Garlic, Milk Solids, Acidity Regulators (INS 260, INS 270, INS 330), Mixed Spices, Lemon Juice, Preservatives (INS 202, INS 211), Antioxidant (INS 386), Natural Flavouring Substances",100,256,16.1,0.5
750,Wingreens Classic VEG Mayo,WINGREENS,SAUCE,MAYONNAISE,"Water, Refined Sunflower Oil, Sugar, Thickeners, Iodised Salt, Acidity Regulators, Lemon Juice, Preservatives, Antioxidant, and Natural Flavouring Substances",100,202,14.5,0
751,Nutella Hazelnut Spread with Cocoa,NUTELLA,SPREAD,CHOCOLATESPREAD,"Sugar, Palm Oil, Hazelnuts (13%), Skimmed Cow Milk Powder (8.7%), Low Fat Cocoa Powder (7.4%), Emulsifier (Lecithin - Ins 322), Nature Identical Flavouring Substance Vanillin",100,539,57.5,6.3
752,Hershey's Cocoa + Almond Spread,HERSHYEYS,SPREAD,CHOCOLATESPREAD,"Sugar, Edible Vegetable Oil (Palm Oil), Milk Solids, Cocoa Solids (4.6%), Almond Paste (2.7%), Hydrogenated Vegetable Fat (Palm Oil and Sesame Oil), Emulsifier (322(i)), Flavours (Artificial Flavouring Substances - Almond and VANILLA CAKE), Edible Common Salt",100,550,64,2.2
753,Eatopia Mulberry Fruit Honey Jam,EATOPIA,SPREAD,JAM,"Mulberry (70%), Multifloral Honey (29%), Thickener (Fruit Pectin), Concentrated Lemon Juice Powder",15,41.9,10.3,0.1
754,Eatopia Mixedberry Honey Jam Spread,EATOPIA,SPREAD,JAM,"Blueberries, Honey, Mulberries, Pectin, Strawberries, and Acidity Regulator",15,42.6,10.5,0.1
755,Eatopia Strawberry Fruit Honey Jam Spread,EATOPIA,SPREAD,JAM,"Concentrated Lemon Juice Powder, Fruit Pectin, Multifloral Honey, and Strawberry",15,43.1,10.8,0
756,Habanero Basil Pesto Dip,HABANERO,SPREAD,BASIL PISTO  DIP,"Water, Refined Soyabean Oil, Basil (18%), Sugar, Cashew Nuts, Iodised Salt, Milk Solids, Dehydrated Garlic, Acidity Regulator (INS 270), Natural Flavour, Thickeners (INS 1422, INS 415), Flavour Enhancer (INS 627, INS 631), Preservative (INS 211, INS 202), Spice Extracts, Nature Identical Flavour, Antioxidant (INS 386)",100,285,8.95,1.82
757,Oetker FunFoods Pesto Italian Sauce,DR OETKERS FUNFOODS,SPREAD,BASIL PISTO  DIP,"Basil Leaves (31%), Refined Soybean Oil, Cashew Nuts, Parmesan Cheese, Olive Oil, Lemon Juice, Olives, Garlic, Iodised Salt, Sugar, Antioxidants (INS 300, INS 319), Acidity Regulator (INS 330), Preservatives (INS 211, INS 202)",100,319,9.1,5.928.8
758,Habanero Jalapeno Cheese Dip,HABANERO,SPREAD,CHEESE DIP,"Water, Refined Soybean Oil, Diced Jalapeno (3%), Sugar, Iodised Salt, Acidity Regulator (INS260), Thickeners (INS1442, INS1450, INS415), Cheese Powder (2%), Tomato Paste, Milk Solids, Spices and Condiments (Garlic, Chilli Extract), Preservative (INS202, INS211), Antioxidant (INS386), Nature Identical Flavour",100,272.2,10.18,0.79
759,Veeba Sandwich Spread Cheese & Chilli,VEEBA,SPREAD,SANDWICH SPREAD,"Refined Soyabean Oil, Water, Synthetic Vinegar (Water, Acetic Acid (INS260)), Sugar, Cheese (4.0%), Milk Solids, Emulsifiers and Stabilizers (INS1442, INS1450, INS415), Red Chillies (2.25%), Iodised Salt, Tomato Paste, Spices and Condiments, Acidity Regulator (INS330), Preservatives (INS211, INS202), Antioxidant (INS319), Nature-Identical Flavouring Substances and Sequestrant (INS385)",100,386.3,10,2.2
760,Saffola Foods Honey Active ,SAFFOLA,SPREAD,HONEY,Honey (100%),100,325,81,0.25
761,Kissan Mixed Fruit Jam,KISSAN,SPREAD,JAM,"Sugar, Mixed Fruit Pulp Blend - 46% (Papaya Pulp, Pear Pulp, Apple Juice, Pineapple Juice, Orange Juice, Mango Pulp, Grape Juice), Acidity Regulator (E330), Thickener (E440), Iodised Salt, Vitamins and Mineral, Preservative (E202), Natural Flavouring Substances, Food Colour (E122)",100,285,70.5,0.3
762,Kissan Mango Jam,KISSAN,SPREAD,MANGO JAM,"Sugar, Mango Pulp (46%), Thickener (E440), Acidity Regulator (E330), Nature Identical Flavouring Substance, Preservative (E202), Food Colour (E110)",100,281,70.5,0.3
763,Dr. Oetker Funfoods Stripes - Mayo & Ketchup,DR OETKERS FUNFOODS,SPREAD,MAYO AND KETCHUP,"Refined Soybean Oil, Water, Tomatoes (19.5%), Sugar, Milk Solids, Iodised Salt, Thickeners (INS 415, INS 1422, INS 1442, INS 407), Acidity Regulators (INS 260, INS 330, INS 300), Edible Starch, Lemon Juice, Preservatives (INS 211, INS 202), Mixed Spices, Nature-Identical Flavouring Substances, Antioxidant (INS 319), Sequestrant (INS 385)",100,506.1,10.2,1.7
